station_name,full_price_tickets,reduced_price_tickets,season_tickets,total_entries_exits,interchanges,region,nlc_code,tlc_code
Cambridge North,341708,635710,97184,1074602,936,East of England,8001,CMB
Cambuslang,199304,342460,87514,629278,31582,Scotland,9768,CBL
Camden Road,1172670,1959568,592436,3724674,11725,London,1440,CMD
Camelon,55600,55750,13522,124872,0,Scotland,9878,CMO
Canada Water,4676574,9054286,2495230,16226090,914,London,1659,ZCW
Canary Wharf,3220892,5461406,1242308,9924606,0,London,6560,CWX
Canley,99356,181554,82886,363796,0,West Midlands,1129,CNL
Cannock,86312,133628,13350,233290,0,West Midlands,1016,CAO
Canonbury,741898,1359576,248210,2349684,841885,London,1441,CNN
Canterbury East,209982,593110,132536,935628,9490,South East,5164,CBE
Canterbury West,488644,1380204,308420,2177268,146230,South East,5007,CBW
Cantley,4634,7510,3596,15740,0,East of England,7292,CNY
Capenhurst,67322,84892,18514,170728,0,North West,2186,CPU
Carbis Bay,0,226200,568,226768,0,South West,3542,CBB
Cardenden,13526,16800,1324,31650,0,Scotland,9112,CDD
Cardiff Bay,374458,40950,95556,510964,0,Wales,3815,CDB
Cardiff Central,5429162,3814512,941348,10185022,1132335,Wales,3899,CDF
Cardiff Queen Street,1375824,86438,251458,1713720,395420,Wales,3900,CDQ
Cardonald,56132,98754,26932,181818,0,Scotland,9624,CDO
Cardross,24116,46878,55254,126248,0,Scotland,9969,CDR
Carfin,28352,47264,11604,87220,0,Scotland,9877,CRF
Cark and Cartmel,16920,61350,5974,84244,0,North West,1964,CAK
Carlisle,90582,1607678,102938,1801198,301547,North West,2118,CAR
Carlton,16706,16276,3864,36846,0,East Midlands,6201,CTO
Carluke,86938,118336,25496,230770,0,Scotland,9702,CLU
Carmarthen,160334,114620,17652,292606,9634,Wales,4068,CMN
Carmyle,28354,51448,12644,92446,0,Scotland,9769,CML
Carnforth,24468,107334,30598,162400,15713,North West,2640,CNF
Carnoustie,53466,42864,3754,100084,0,Scotland,9028,CAN
Carntyne,83206,148270,23054,254530,0,Scotland,9897,CAY
Carpenders Park,279874,635126,59748,974748,0,East of England,1442,CPK
Carrbridge,3098,1742,0,4840,0,Scotland,8621,CAG
Carshalton,396536,503250,159550,1059336,0,London,5405,CSH
Carshalton Beeches,262772,291960,71664,626396,0,London,5406,CSB
Carstairs,8292,4586,628,13506,7067,Scotland,9704,CRS
Cartsdyke,21562,40416,13544,75522,0,Scotland,9680,CDY
Castle Bar Park,30360,30664,5646,66670,0,London,3098,CBP
Castle Cary,6894,301942,2978,311814,37749,South West,5703,CLC
Castleford,202048,144044,64364,410456,7980,Yorkshire and The Humber,8359,CFD
Castleton (Manchester),41128,38684,16154,95966,0,North West,2919,CAS
Castleton Moor,822,3480,492,4794,0,Yorkshire and The Humber,7914,CSM
Caterham,212922,240146,118760,571828,0,South East,5351,CAT
Catford,264722,261900,160240,686862,142144,London,5077,CTF
Catford Bridge,578532,872766,382008,1833306,53974,London,5047,CFB
Cathays,524710,76650,97552,698912,0,Wales,3820,CYS
Cathcart,100162,223264,45656,369082,643,Scotland,9795,CCT
Cattal,14604,40488,9354,64446,0,Yorkshire and The Humber,8232,CTL
Causeland,138,1450,0,1588,0,South West,3568,CAU
Cefn-Y-Bedd,4948,522,162,5632,0,Wales,2425,CYB
Chadwell Heath,1575180,2388878,536040,4500098,0,London,6874,CTH
Chafford Hundred Lakeside,776222,996586,355162,2127970,0,East of England,7447,CFH
Chalfont and Latimer,287036,409546,12774,709356,0,South East,539,CFO
Chalkwell,538456,326776,317464,1182696,0,East of England,7469,CHW
Chandlers Ford,39188,72510,17108,128806,0,South East,5836,CFR
Chapel-En-Le-Frith,13454,41956,9308,64718,0,East Midlands,2762,CEF
Chapelton (Devon),110,76,8,194,0,South West,5820,CPN
Chapeltown (South Yorkshire),147374,81748,54054,283176,0,Yorkshire and The Humber,6664,CLN
Chappel and Wakes Colne,7182,14690,6304,28176,0,East of England,7051,CWC
Charing (Kent),24226,29890,21472,75588,0,South East,5097,CHG
Charing Cross (Glasgow),406148,707030,196828,1310006,0,Scotland,9911,CHC
Charlbury,56194,182174,18982,257350,0,South East,3004,CBY
Charlton,361020,584994,223372,1169386,50945,London,5144,CTN
Chartham,28114,33726,17974,79814,0,South East,5008,CRT
Chassen Road,17736,4406,10688,32830,0,North West,2947,CSR
Chatelherault,15724,29834,16354,61912,0,Scotland,9707,CTE
Chatham,598184,870308,541836,2010328,6950,South East,5199,CTM
Chathill,1064,264,20,1348,0,North East,7792,CHT
Cheadle Hulme,239606,215138,108912,563656,6267,North West,2870,CHU
Cheam,322732,343444,124186,790362,0,London,5352,CHE
Cheddington,17766,23904,6344,48014,0,South East,1372,CED
Chelford (Cheshire),17538,17426,5022,39986,0,North West,2764,CEL
Chelmsford,2229958,2065034,1489592,5784584,43397,East of England,6836,CHM
Chelsfield,252746,125020,100466,478232,0,London,5098,CLD
Cheltenham Spa,438688,1453782,72782,1965252,221843,South West,4731,CNM
Chepstow,101694,60608,16972,179274,0,Wales,3774,CPW
Cherry Tree,7788,18868,5956,32612,0,North West,2573,CYT
Chertsey,150586,123096,277466,551148,0,South East,5553,CHY
Cheshunt,782896,1193460,149370,2125726,231588,East of England,6814,CHN
Chessington North,145352,167188,64140,376680,0,London,5582,CSN
Chessington South,118364,109540,47402,275306,0,London,5554,CSS
Chester,1300792,2650564,170236,4121592,688851,North West,2412,CTR
Chester Road,161434,215390,112258,489082,0,West Midlands,1130,CRD
Chesterfield,224944,1160114,64962,1450020,164810,East Midlands,6615,CHD
Chester-Le-Street,14508,92054,11524,118086,0,North East,7736,CLS
Chestfield and Swalecliffe,20564,31910,27958,80432,0,South East,5200,CSW
Chetnole,708,1340,0,2048,0,South West,5840,CNO
Chichester,652686,1251822,530076,2434584,40719,South East,5255,CCH
Chilham,10412,24008,13880,48300,0,South East,5009,CIL
Chilworth,8802,11384,3526,23712,0,South East,5296,CHL
Chingford,620392,975842,99214,1695448,0,London,6914,CHI
Chinley,39006,42620,11618,93244,1356,East Midlands,2823,CLY
Chippenham,270908,1036244,137722,1444874,26946,South West,3267,CPM
Chipstead,34918,35810,10122,80850,0,South East,5353,CHP
Chirk,42122,28676,2204,73002,0,Wales,4449,CRK
Chislehurst,375852,402486,85954,864292,0,London,5099,CIT
Chiswick,215156,274156,100006,589318,0,London,5583,CHK
Cholsey,48868,117984,45546,212398,0,South East,3031,CHO
Chorley,112578,374724,72834,560136,0,North West,2745,CRL
Chorleywood,186714,257424,11258,455396,0,East of England,546,CLW
Christchurch,103302,265886,31372,400560,0,South West,5879,CHR
Christs Hospital,30726,63942,25054,119722,0,South East,5319,CHH
Church and Oswaldtwistle,12616,23092,9814,45522,0,North West,2556,CTW
Church Fenton,24574,67686,24458,116718,9705,Yorkshire and The Humber,8233,CHF
Church Stretton,60992,33560,16084,110636,0,West Midlands,4365,CTT
Cilmeri,328,432,0,760,0,Wales,3785,CIM
City Thameslink,3174524,2339446,925444,6439414,1984,London,5121,CTK
Clacton-on-Sea,133518,421448,150950,705916,0,East of England,6850,CLT
Clandon,49676,51728,17700,119104,0,South East,5555,CLA
Clapham (North Yorkshire),2210,6740,190,9140,0,Yorkshire and The Humber,2653,CPY
Clapham High Street,461570,653798,271606,1386974,0,London,5301,CLP
Clapham Junction,6535950,10262910,3991290,20790150,19090976,London,5595,CLJ
Clapton,537286,918016,234848,1690150,3,London,6926,CPT
Clarbeston Road,3246,2576,544,6366,0,Wales,4069,CLR
Clarkston,98942,187954,23516,310412,0,Scotland,9792,CKS
Claverdon,1402,982,788,3172,0,West Midlands,4593,CLV
Claygate,158232,147894,104674,410800,0,South East,5556,CLG
Cleethorpes,19486,171622,3538,194646,0,Yorkshire and The Humber,6274,CLE
Cleland,31686,45140,11942,88768,0,Scotland,9718,CEA
Clifton (Manchester),180,12,16,208,0,North West,2795,CLI
Clifton Down,416130,95198,97312,608640,0,South West,3202,CFN
Clitheroe,57306,169200,60664,287170,0,North West,2574,CLH
Clock House,313200,369388,95734,778322,1896,London,5048,CLK
Clunderwen,7852,8670,0,16522,0,Wales,4070,CUW
Clydebank,66616,109534,42700,218850,0,Scotland,9855,CYK
Coatbridge Central,13766,16494,3842,34102,0,Scotland,9747,CBC
Coatbridge Sunnyside,119744,196536,42670,358950,0,Scotland,9752,CBS
Coatdyke,67978,83764,31890,183632,0,Scotland,9762,COA
Cobham and Stoke D'abernon,155094,176480,57888,389462,0,South East,5557,CSD
Codsall,40426,43898,22016,106340,0,West Midlands,4616,CSL
Cogan,195172,10022,37444,242638,0,Wales,3828,CGN
Colchester,605816,1837228,949698,3392742,450695,East of England,6861,COL
Colchester Town,104900,318126,164444,587470,0,East of England,6853,CET
Coleshill Parkway,125284,24982,13776,164042,0,West Midlands,9882,CEH
Collingham,98900,4488,4686,108074,0,East Midlands,6349,CLM
Collington,45174,66760,20266,132200,0,South East,5457,CLL
Colne,20926,39216,6666,66808,0,North West,2562,CNE
Colwall,18924,23038,10440,52402,0,West Midlands,4876,CWL
Colwyn Bay,116338,124576,18014,258928,241,Wales,2451,CWB
Combe (Oxon),978,110,310,1398,0,South East,3005,CME
Commondale,456,1220,618,2294,0,Yorkshire and The Humber,7515,COM
Congleton,45164,200310,10418,255892,0,North West,1227,CNG
Conisbrough,27034,24760,9802,61596,0,Yorkshire and The Humber,6488,CNS
Connel Ferry,2580,2100,13940,18620,0,Scotland,8708,CON
Conon Bridge,8442,1532,924,10898,0,Scotland,6393,CBD
Cononley,37660,84192,33548,155400,0,Yorkshire and The Humber,8470,CEY
Conway Park,205302,279438,164912,649652,0,North West,3624,CNP
Conwy,28706,21834,2028,52568,0,Wales,2486,CNW
Cooden Beach,18768,65686,12970,97424,0,South East,5458,COB
Cookham,55220,67574,28808,151602,0,South East,3019,COO
Cooksbridge,22506,27942,11772,62220,0,South East,5336,CBR
Coombe Junction Halt,14,106,0,120,0,South West,3570,COE
Copplestone,12498,12072,5810,30380,0,South West,5821,COP
Corbridge,11242,41252,3174,55668,0,North East,7504,CRB
Corby,60470,305026,36748,402244,146,East Midlands,1847,COR
Corfe Castle,0,0,0,0,0,South West,7765,CFC
Corkerhill,57652,105842,20502,183996,0,Scotland,9627,CKH
Corkickle,22618,19742,8708,51068,0,North West,2049,CKL
Corpach,1690,1168,0,2858,0,Scotland,8824,CPA
Corrour,8560,5548,0,14108,0,Scotland,8825,CRR
Coryton,39520,1868,12496,53884,0,Wales,3905,COY
Coseley,137752,221462,156982,516196,0,West Midlands,1143,CSY
Cosford,20510,35430,6412,62352,0,West Midlands,4617,COS
Cosham,232276,451536,81346,765158,0,South East,5896,CSA
Cottingham,31070,135528,43956,210554,0,Yorkshire and The Humber,8056,CGM
Cottingley,25550,22104,13762,61416,0,Yorkshire and The Humber,8505,COT
Coulsdon South,617572,689588,248594,1555754,0,London,5408,CDS
Coulsdon Town,33310,55690,10896,99896,0,London,5382,CDN
Coventry,1494346,3645114,837198,5976658,344911,West Midlands,1030,COV
Coventry Arena,45324,59780,2556,107660,0,West Midlands,7416,CAA
Cowden (Kent),13856,17128,10128,41112,0,South East,5409,CWN
Cowdenbeath,37876,51578,4624,94078,0,Scotland,9185,COW
Cradley Heath,129306,240036,170148,539490,0,West Midlands,4639,CRA
Craigendoran,26700,47470,67534,141704,0,Scotland,9970,CGD
Cramlington,59120,64198,10516,133834,0,North East,7579,CRM
Cranbrook (Devon),17874,73564,11800,103238,0,South West,9850,CBK
Craven Arms,42962,37170,12868,93000,1850,West Midlands,3634,CRV
Crawley,348554,609188,203008,1160750,3065,South East,5484,CRW
Crayford,389274,400546,174948,964768,0,London,5100,CRY
Crediton,84768,34308,14100,133176,0,South West,5754,CDI
Cressing (Essex),11012,15626,12656,39294,0,East of England,6837,CES
Cressington,79432,286070,118672,484174,0,North West,2225,CSG
Creswell,19688,15054,2336,37078,0,East Midlands,1874,CWD
Crewe,611818,2180186,130750,2922754,1072874,North West,1243,CRE
Crewkerne,10976,105606,40980,157562,0,South West,5832,CKN
Crews Hill,32134,57832,13982,103948,0,London,6007,CWH
Crianlarich,5580,7790,0,13370,64981,Scotland,8826,CNR
Criccieth,17998,7450,770,26218,0,Wales,4312,CCC
Cricklewood,255192,424688,140822,820702,0,London,1519,CRI
Croftfoot,42162,110076,33254,185492,0,Scotland,9778,CFF
Crofton Park,237928,269212,68776,575916,0,London,5078,CFT
Cromer,64612,167042,12640,244294,0,East of England,7295,CMR
Cromford,11880,21850,1598,35328,0,East Midlands,1822,CMF
Crookston,49576,81724,17330,148630,0,Scotland,9628,CKT
Cross Gates,175420,140976,70976,387372,0,Yorkshire and The Humber,8473,CRG
Crossflatts,94706,143504,137356,375566,0,Yorkshire and The Humber,8554,CFL
Crosshill,51444,123138,37396,211978,0,Scotland,9814,COI
Crosskeys,60952,2370,8750,72072,0,Wales,9902,CKY
Crossmyloof,209796,363596,43812,617204,0,Scotland,9796,CMY
Croston,15862,19458,3438,38758,0,North West,2313,CSO
Crouch Hill,227328,333288,165870,726486,0,London,7406,CRH
Crowborough,74686,80058,72394,227138,0,South East,5325,COH
Crowhurst,6966,16250,13228,36444,0,South East,5233,CWU
Crowle,1284,3574,912,5770,0,Yorkshire and The Humber,6524,CWE
Crowthorne,63708,100864,26228,190800,0,South East,5628,CRN
Croy,347766,595720,117186,1060672,0,Scotland,9943,CRO
Crystal Palace,783956,1273094,354954,2412004,114639,London,5356,CYP
Cuddington,23392,33042,9630,66064,0,North West,2305,CUD
Cuffley,233026,279252,57542,569820,0,East of England,6008,CUF
Culham,33302,21012,26438,80752,0,South East,3107,CUM
Culrain,216,88,0,304,0,Scotland,8625,CUA
Cumbernauld,61462,65442,13188,140092,3445,Scotland,9721,CUB
Cupar,46902,72180,3076,122158,0,Scotland,9121,CUP
Curriehill,40756,24676,3860,69292,0,Scotland,9218,CUH
Custom House,1540304,2915130,817064,5272498,0,London,6561,CUS
Cuxton,20592,14976,13032,48600,0,South East,5201,CUX
Cwmbach,25934,982,6078,32994,0,Wales,3981,CMH
Cwmbran,213528,82926,56602,353056,0,Wales,3738,CWM
Cynghordy,752,360,0,1112,0,Wales,4147,CYN
Dagenham Dock,159066,161508,65896,386470,0,London,7440,DDK
Daisy Hill,65302,59940,36046,161288,0,North West,2777,DSY
Dalgety Bay,57282,72678,13462,143422,0,Scotland,9135,DAG
Dalmally,2130,1358,10144,13632,0,Scotland,8711,DAL
Dalmarnock,73588,158668,23282,255538,0,Scotland,9790,DAK
Dalmeny,109398,189398,43532,342328,0,Scotland,9415,DAM
Dalmuir,183722,269272,108538,561532,16150,Scotland,9992,DMR
Dalreoch,45380,73492,60628,179500,0,Scotland,9864,DLR
Dalry,43222,77204,18314,138740,0,Scotland,9483,DLY
Dalston (Cumbria),7226,17630,12544,37400,0,North West,2077,DLS
Dalston Junction,1348922,3142966,540582,5032470,0,London,1443,DLJ
Dalston Kingsland,1167496,2681172,715546,4564214,0,London,1429,DLK
Dalton (Cumbria),12958,45564,10274,68796,0,North West,1957,DLT
Dalwhinnie,1566,1266,0,2832,0,Scotland,8628,DLW
Danby,532,4540,524,5596,0,Yorkshire and The Humber,7915,DNY
Danescourt,32088,1628,6158,39874,0,Wales,3797,DCT
Danzey,2250,2504,106,4860,0,West Midlands,4519,DZY
Darlington,273978,1828246,117454,2219678,471935,North East,7877,DAR
Darnall,7774,6036,3044,16854,0,Yorkshire and The Humber,6729,DAN
Darsham,8226,45698,2040,55964,0,East of England,7211,DSM
Dartford,1375332,2105100,510642,3991074,403801,South East,5101,DFD
Darton,47318,35190,19022,101530,0,Yorkshire and The Humber,8420,DRT
Darwen,63958,165068,40120,269146,0,North West,2576,DWN
Datchet,71200,117940,28674,217814,0,South East,5668,DAT
Davenport,95208,77296,60170,232674,0,North West,2770,DVN
Dawlish,80168,344098,86308,510574,0,South West,3408,DWL
Dawlish Warren,27076,198138,7846,233060,0,South West,3409,DWW
Deal,66352,278254,83018,427624,0,South East,5011,DEA
Dean (Wilts),3876,20658,3696,28230,0,South West,5942,DEN
Deansgate,198570,690136,79384,968090,0,North West,2963,DGT
Deganwy,9006,4032,2048,15086,0,Wales,2480,DGY
Deighton,20342,27940,13820,62102,0,Yorkshire and The Humber,8441,DHN
Delamere,14640,31482,2760,48882,0,North West,2306,DLM
Denby Dale,46962,30904,22218,100084,0,Yorkshire and The Humber,8432,DBD
Denham,79448,53416,43228,176092,0,South East,3052,DNM
Denham Golf Club,10706,7776,2154,20636,0,South East,3060,DGC
Denmark Hill,2058794,2386948,1108578,5554320,482855,London,5421,DMK
Dent,1084,8152,0,9236,0,North West,2103,DNT
Denton,16,18,0,34,0,North West,2855,DTN
Deptford,405260,689268,381232,1475760,0,London,5145,DEP
Derby,701488,2523128,152688,3377304,403208,East Midlands,1823,DBY
Derby Road (Ipswich),22120,44434,6644,73198,0,East of England,7212,DBR
Devonport,8982,16538,9450,34970,0,South West,3579,DPT
Dewsbury,399126,432058,200658,1031842,0,Yorkshire and The Humber,8326,DEW
Didcot Parkway,409126,1444234,476344,2329704,545574,South East,3030,DID
Digby and Sowton,231484,75528,583968,890980,0,South West,5753,DIG
Dilton Marsh,6258,4218,1600,12076,0,South West,5502,DMH
Dinas (Rhondda),23686,968,4798,29452,0,Wales,3901,DMG
Dinas Powys,58030,5388,8102,71520,0,Wales,3830,DNS
Dingle Road,95072,6568,15650,117290,0,Wales,3861,DGL
Dingwall,40860,12488,2188,55536,304,Scotland,8632,DIN
Dinsdale,16878,39054,13538,69470,0,North East,7897,DND
Dinting,35204,23984,20934,80122,0,East Midlands,2893,DTG
Disley,38138,48964,24342,111444,0,North West,2765,DSL
Diss,109794,386348,63824,559966,0,East of England,7348,DIS
Dockyard (Devonport),2768,5754,438,8960,0,South West,3588,DOC
Dodworth,18414,14532,5670,38616,0,Yorkshire and The Humber,6781,DOD
Dolau,352,328,0,680,0,Wales,4188,DOL
Doleham,128,78,344,550,0,South East,5036,DLH
Dolgarrog,446,188,0,634,0,Wales,2538,DLG
Dolwyddelan,2066,1470,10,3546,0,Wales,2452,DWD
Doncaster,486954,2890278,257290,3634522,987406,Yorkshire and The Humber,6417,DON
Dorchester South,76208,309428,10250,395886,405,South West,5961,DCH
Dorchester West,15822,64246,2128,82196,43,South West,5962,DCW
Dore and Totley,55028,104510,7320,166858,0,Yorkshire and The Humber,6690,DOR
Dorking (Deepdene),115046,240038,66488,421572,217626,South East,5412,DPD
Dorking (Main),189756,395914,109664,695334,74693,South East,5357,DKG
Dorking West,9128,19048,5276,33452,249,South East,5297,DKT
Dormans,32804,31962,38094,102860,0,South East,5413,DMS
Dorridge,122200,302086,150998,575284,0,West Midlands,4525,DDG
Dove Holes,2480,5130,4036,11646,0,East Midlands,2766,DVH
Dover Priory,186744,555790,153054,895588,70905,South East,5033,DVP
Dovercourt,30084,56512,43746,130342,0,East of England,6901,DVC
Dovey Junction,8406,784,0,9190,4370,Wales,4436,DVY
Downham Market,99018,216442,70810,386270,0,East of England,7055,DOW
Drayton Green,6404,7350,2328,16082,0,London,3099,DRG
Drayton Park,226742,239244,50748,516734,0,London,6000,DYP
Drem,53676,42902,6192,102770,0,Scotland,9317,DRM
Driffield,33142,169242,37710,240094,0,Yorkshire and The Humber,8057,DRF
Drigg,1744,4306,208,6258,0,North West,1994,DRI
Droitwich Spa,199784,113310,83960,397054,34666,West Midlands,4878,DTW
Dronfield,64260,84552,13572,162384,0,East Midlands,6616,DRO
Drumchapel,74022,143776,18294,236092,0,Scotland,9994,DMC
Drumfrochar,13590,26476,6914,46980,0,Scotland,9967,DFR
Drumgelloch,74368,110978,39086,224432,0,Scotland,9757,DRU
Drumry,39994,82982,13146,136122,0,Scotland,9993,DMY
Duddeston,201998,104602,78400,385000,0,West Midlands,1040,DUD
Dudley Port,94644,149790,71420,315854,0,West Midlands,1212,DDP
Duffield,23810,20380,3292,47482,0,East Midlands,1691,DFI
Duirinish,470,144,0,614,0,Scotland,8681,DRN
Duke Street,45158,88952,11964,146074,0,Scotland,9906,DST
Dullingham,11356,5910,8048,25314,0,East of England,7027,DUL
Dumbarton Central,115696,201370,81648,398714,50889,Scotland,9866,DBC
Dumbarton East,77300,139754,35534,252588,0,Scotland,9868,DBE
Dumbreck,39776,69552,9240,118568,0,Scotland,9622,DUM
Dumfries,30304,258460,2032,290796,540,Scotland,9490,DMF
Dumpton Park,7798,11964,3856,23618,0,South East,5034,DMP
Dunbar,19560,282180,17540,319280,0,Scotland,9397,DUN
Dunblane,107270,233910,19238,360418,0,Scotland,8713,DBL
Duncraig,378,84,0,462,0,Scotland,8682,DCG
Dundee,436434,973894,43232,1453560,68073,Scotland,9039,DEE
Dunfermline City,139482,189590,23998,353070,0,Scotland,9186,DFE
Dunfermline Queen Margaret,56056,76604,7408,140068,0,Scotland,9187,DFL
Dunkeld and Birnam,15082,23106,228,38416,0,Scotland,8763,DKD
Dunlop,18274,33760,5748,57782,0,Scotland,9492,DNL
Dunrobin Castle,1154,274,0,1428,0,Scotland,8642,DNO
Dunston,5478,16724,2336,24538,0,North East,7744,DOT
Dunton Green,49870,97618,42402,189890,0,South East,5102,DNG
Durham,59574,2260842,126318,2446734,3765,North East,7745,DHM
Durrington-On-Sea,111028,219414,96852,427294,0,South East,5282,DUR
Dyce,128962,110958,20080,260000,0,Scotland,8905,DYC
Dyffryn Ardudwy,11050,3184,1522,15756,0,Wales,4455,DYF
Eaglescliffe,20604,166742,12662,200008,0,North East,7916,EAG
Ealing Broadway,2331306,4589210,1316840,8237356,74728,London,3190,EAL
Earlestown,81264,158292,35398,274954,51348,North West,2292,ERL
Earley,102924,185976,62262,351162,0,South East,5694,EAR
Earlsfield,1670348,2145302,918582,4734232,0,London,5584,EAD
Earlswood (Surrey),101828,115926,55460,273214,0,South East,5414,ELD
Earlswood (West Midlands),4952,15202,4650,24804,0,West Midlands,4520,EWD
East Croydon,5880990,9413458,3220010,18514458,3932747,London,5355,ECR
East Didsbury,61218,123412,23440,208070,0,North West,2949,EDY
East Dulwich,384742,487038,168918,1040698,0,London,5358,EDW
East Farleigh,9892,11980,6892,28764,0,South East,5234,EFL
East Garforth,66980,50312,41640,158932,0,Yorkshire and The Humber,8472,EGF
East Grinstead,266136,367982,254630,888748,0,South East,5486,EGR
East Kilbride,176906,326698,70114,573718,0,Scotland,9793,EKL
East Malling,19194,29278,17074,65546,0,South East,5134,EML
East Midlands Parkway,56272,240946,12646,309864,12120,East Midlands,1901,EMD
East Tilbury,126474,88522,70662,285658,0,East of England,7471,ETL
East Worthing,72278,122762,165912,360952,0,South East,5283,EWR
Eastbourne,385208,1871962,944358,3201528,39871,South East,5448,EBN
Eastbrook,86592,4224,23568,114384,0,Wales,3795,EBK
Easterhouse,86862,117752,25964,230578,0,Scotland,9894,EST
Eastham Rake,123966,167008,82962,373936,0,North West,2128,ERA
Eastleigh,263312,612224,214128,1089664,93127,South East,5899,ESL
Eastrington,270,1390,0,1660,0,Yorkshire and The Humber,8114,EGN
Ebbsfleet International,503318,799908,255644,1558870,82975,South East,5566,EBD
Ebbw Vale Parkway,25056,2438,2958,30452,0,Wales,9915,EBV
Ebbw Vale Town,150656,14046,34914,199616,0,Wales,3628,EBB
Eccles (Manchester),104194,77584,34060,215838,0,North West,2950,ECC
Eccles Road,464,152,1214,1830,0,East of England,7370,ECS
Eccleston Park,22410,24530,12182,59122,0,North West,2227,ECL
Edale,32482,83882,618,116982,0,East Midlands,2824,EDL
Eden Park,178868,202442,37018,418328,0,London,5056,EDN
Edenbridge (Kent),32116,56890,64532,153538,39025,South East,5473,EBR
Edenbridge Town,58798,104154,118144,281096,8188,South East,5359,EBT
Edge Hill,86916,54532,34098,175546,5970,North West,2169,EDG
Edinburgh,3720284,13883536,608808,18212628,1237283,Scotland,9328,EDB
Edinburgh Gateway,102632,63952,19180,185764,7755,Scotland,6545,EGY
Edinburgh Park,204390,165210,26014,395614,0,Scotland,9395,EDP
Edmonton Green,937288,1447922,476080,2861290,18649,London,6941,EDR
Effingham Junction,72408,85898,27108,185414,10515,South East,5642,EFF
Eggesford,11396,20150,12176,43722,0,South West,5822,EGG
Egham,600156,762210,196978,1559344,0,South East,5669,EGH
Egton,428,4472,3742,8642,0,Yorkshire and The Humber,7918,EGT
Elephant and Castle,578106,734156,368402,1680664,438837,London,5246,EPH
Elgin,64650,158414,5838,228902,0,Scotland,8977,ELG
Ellesmere Port,134828,250180,43544,428552,3894,North West,2121,ELP
Elmers End,244422,271568,100246,616236,0,London,5049,ELE
Elmstead Woods,339402,320538,120696,780636,0,London,5135,ESD
Elmswell,38994,40190,12708,91892,0,East of England,7349,ESW
Elsecar,70564,46338,38094,154996,0,Yorkshire and The Humber,6667,ELR
Elsenham (Essex),59600,61282,70864,191746,0,East of England,6832,ESM
Elstree and Borehamwood,916050,1148544,417064,2481658,0,East of England,1542,ELS
Eltham,566276,670316,226022,1462614,0,London,5103,ELW
Elton and Orston,46,10,0,56,0,East Midlands,6238,ELO
Ely,487680,1079570,326764,1894014,344826,East of England,7068,ELY
Emerson Park,130204,96940,12974,240118,0,London,7473,EMP
Emsworth,91148,148358,66666,306172,4049,South East,5257,EMS
Energlyn and Churchill Park,48706,1570,15582,65858,0,Wales,375,ECP
Enfield Chase,373006,508940,115296,997242,2673,London,6010,ENC
Enfield Lock,408648,655506,119464,1183618,0,London,6815,ENL
Enfield Town,675824,962296,193112,1831232,868,London,6959,ENF
Entwistle,3474,14830,2122,20426,0,North West,2747,ENT
Epsom (Surrey),1106806,1412816,367332,2886954,113345,South East,5360,EPS
Epsom Downs,44520,43504,17660,105684,0,South East,5361,EPD
Erdington,118556,173210,105458,397224,0,West Midlands,1041,ERD
Eridge,29152,26466,15202,70820,0,South East,5459,ERI
Erith,268032,356634,164862,789528,0,London,5104,ERH
Esher,302716,283856,165750,752322,0,South East,5558,ESH
Eskbank,79110,117386,6238,202734,0,Scotland,3776,EKB
Essex Road,229846,255800,74320,559966,0,London,6004,EXR
Etchingham,37094,83900,46366,167360,0,South East,5217,ETC
Euxton Balshaw Lane,16970,35934,1180,54084,0,North West,2080,EBA
Evesham,52372,168456,24314,245142,298,West Midlands,4740,EVE
Ewell East,183478,177916,63324,424718,0,South East,5415,EWE
Ewell West,329966,370468,108000,808434,0,South East,5586,EWW
Exeter Central,670552,1463460,474372,2608384,314455,South West,5755,EXC
Exeter St David's,321222,2164386,131714,2617322,1225850,South West,3410,EXD
Exeter St Thomas,52534,118890,92972,264396,0,South West,3414,EXT
Exhibition Centre (Glasgow),278880,733202,145856,1157938,0,Scotland,9914,EXG
Exmouth,137526,641724,119126,898376,0,South West,5756,EXM
Exton,11976,7866,3528,23370,0,South West,5760,EXN
Eynsford,43354,48200,32388,123942,0,South East,5065,EYN
Fairbourne,20036,7052,2300,29388,0,Wales,4416,FRB
Fairfield,8948,3816,3808,16572,0,North West,2780,FRF
Fairlie,10060,18688,1226,29974,0,Scotland,9452,FRL
Fairwater,37348,1460,14580,53388,0,Wales,3873,FRW
Falconwood,306944,325522,104872,737338,0,London,5137,FCN
Falkirk Grahamston,181544,267730,39330,488604,59878,Scotland,9930,FKG
Falkirk High,229414,338330,49700,617444,2189,Scotland,9931,FKK
Falls Of Cruachan,670,218,0,888,0,Scotland,8726,FOC
Falmer,314652,742826,100186,1157664,0,South East,5337,FMR
Falmouth Docks,8970,97116,17308,123394,0,South West,3508,FAL
Falmouth Town,20896,202210,20406,243512,0,South West,3591,FMT
Fareham,374776,868914,171466,1415156,125357,South East,5900,FRM
Farnborough (Main),624020,913230,402722,1939972,5162,South East,5521,FNB
Farnborough North,134920,197450,87074,419444,2150,South East,5688,FNN
Farncombe,174844,162478,99480,436802,0,South East,5643,FNC
Farnham,451698,564224,187574,1203496,21176,South East,5545,FNH
