station_name,year,full_price_tickets,reduced_price_tickets,season_tickets,interchanges,total_entries_exits,region,forecast_2024-25,growth_absolute,growth_percent
streatham (greater london),2023-24,770586,921822,427666,350921,2120074,,2251350.0,131276.0,6.600770917911221
streatham common,2022-23,717704,912356,638868,83725,2268928,,2788852.0,259962.0,11.457481242243032
streatham common,2023-24,780686,1072708,675496,80874,2528890,,2788852.0,259962.0,11.457481242243032
streatham hill,2022-23,409208,523808,250286,0,1183302,,2196574.0,506636.0,42.81544356385775
streatham hill,2023-24,568252,774244,347442,0,1689938,,2196574.0,506636.0,42.81544356385775
streethouse,2022-23,8218,7712,3040,0,18970,,26410.0,3720.0,19.609910384818132
streethouse,2023-24,9718,8938,4034,0,22690,,26410.0,3720.0,19.609910384818132
strines,2022-23,5480,6286,3056,0,14822,,18906.0,2042.0,13.776818243152073
strines,2023-24,4440,10444,1980,0,16864,,18906.0,2042.0,13.776818243152073
stromeferry,2022-23,866,278,0,0,1144,Scotland,1064.0,-40.0,-3.4965034965034967
stromeferry,2023-24,896,208,0,0,1104,Scotland,1064.0,-40.0,-3.4965034965034967
strood (kent),2022-23,331778,395128,263192,384267,990098,,1118870.0,64386.0,6.502992633052486
strood (kent),2023-24,361722,423760,269002,455188,1054484,,1118870.0,64386.0,6.502992633052486
stroud (gloucs),2022-23,154368,317090,73610,0,545068,,621636.0,38284.0,7.023710803055766
stroud (gloucs),2023-24,159386,349162,74804,0,583352,,621636.0,38284.0,7.023710803055766
sturry,2022-23,24414,38826,21780,0,85020,,99176.0,7078.0,8.325099976476123
sturry,2023-24,26350,41442,24306,0,92098,,99176.0,7078.0,8.325099976476123
styal,2022-23,8578,8364,4512,0,21454,,25682.0,2114.0,9.853640346788477
styal,2023-24,8658,10990,3920,0,23568,,25682.0,2114.0,9.853640346788477
sudbury (suffolk),2022-23,81878,139860,56796,0,278534,,360326.0,40896.0,14.682588122096405
sudbury (suffolk),2023-24,93526,164320,61584,0,319430,,360326.0,40896.0,14.682588122096405
sudbury and harrow road,2022-23,14390,2066,3322,0,19778,,17582.0,-1098.0,-5.551623015471736
sudbury and harrow road,2023-24,13462,3004,2214,0,18680,,17582.0,-1098.0,-5.551623015471736
sudbury hill harrow,2022-23,28228,15460,3942,0,47630,,35290.0,-6170.0,-12.954020575267688
sudbury hill harrow,2023-24,22956,16150,2354,0,41460,,35290.0,-6170.0,-12.954020575267688
sugar loaf,2022-23,74,324,0,0,398,Wales,1586.0,594.0,149.24623115577887
sugar loaf,2023-24,0,992,0,0,992,Wales,1586.0,594.0,149.24623115577887
summerston,2022-23,22014,54746,5028,0,81788,,154332.0,36272.0,44.348804225558766
summerston,2023-24,40004,72186,5870,0,118060,,154332.0,36272.0,44.348804225558766
sunbury,2022-23,104212,114744,79044,0,298000,,424796.0,63398.0,21.2744966442953
sunbury,2023-24,123034,144254,94110,0,361398,,424796.0,63398.0,21.2744966442953
sunderland,2022-23,124334,322066,35414,4711,481814,,716018.0,117102.0,24.30439962309107
sunderland,2023-24,113192,447922,37802,6534,598916,,716018.0,117102.0,24.30439962309107
sundridge park,2022-23,67130,59908,15398,0,142436,,210488.0,34026.0,23.88862366255722
sundridge park,2023-24,80890,76668,18904,0,176462,,210488.0,34026.0,23.88862366255722
sunningdale,2022-23,187182,222372,51864,0,461418,,561730.0,50156.0,10.869970395606586
sunningdale,2023-24,186886,273958,50730,0,511574,,561730.0,50156.0,10.869970395606586
sunnymeads,2022-23,12428,18020,2166,0,32614,,16506.0,-8054.0,-24.694916293616238
sunnymeads,2023-24,9202,13584,1774,0,24560,,16506.0,-8054.0,-24.694916293616238
surbiton,2022-23,2247516,3409680,952822,434021,6610018,,8060406.0,725194.0,10.971135025653485
surbiton,2023-24,2523514,3787932,1023766,537139,7335212,,8060406.0,725194.0,10.971135025653485
surrey quays,2022-23,1202320,2456290,690004,516748,4348614,,5621298.0,636342.0,14.633214168928307
surrey quays,2023-24,1362578,2809946,812432,1166757,4984956,,5621298.0,636342.0,14.633214168928307
sutton (london),2022-23,1452550,1989394,898318,359251,4340262,,4641826.0,150782.0,3.4740299087935247
sutton (london),2023-24,1558156,2082572,850316,426216,4491044,,4641826.0,150782.0,3.4740299087935247
sutton coldfield,2022-23,210622,325580,269202,0,805404,,1068544.0,131570.0,16.33590098882052
sutton coldfield,2023-24,254548,362678,319748,0,936974,,1068544.0,131570.0,16.33590098882052
sutton common,2022-23,87508,86070,51762,0,225340,,269580.0,22120.0,9.81627762492234
sutton common,2023-24,101466,93642,52352,0,247460,,269580.0,22120.0,9.81627762492234
sutton parkway,2022-23,79286,35888,16918,0,132092,,147880.0,7894.0,5.976137843321321
sutton parkway,2023-24,84320,35492,20174,0,139986,,147880.0,7894.0,5.976137843321321
swale,2022-23,4448,2416,4416,0,11280,,4748.0,-3266.0,-28.95390070921986
swale,2023-24,3788,2732,1494,0,8014,,4748.0,-3266.0,-28.95390070921986
swanley,2022-23,416708,593366,109448,263471,1119522,,1570426.0,225452.0,20.138237569248304
swanley,2023-24,513280,702512,129182,171523,1344974,,1570426.0,225452.0,20.138237569248304
swanscombe,2022-23,94906,95006,68808,0,258720,,370344.0,55812.0,21.572356215213357
swanscombe,2023-24,124486,113646,76400,0,314532,,370344.0,55812.0,21.572356215213357
swansea,2022-23,806700,964572,112302,96651,1883574,,2489134.0,302780.0,16.074760004119828
swansea,2023-24,869858,1181484,135012,87354,2186354,,2489134.0,302780.0,16.074760004119828
swanwick,2022-23,156486,260786,67306,0,484578,,524162.0,19792.0,4.0843785726962425
swanwick,2023-24,166130,274396,63844,0,504370,,524162.0,19792.0,4.0843785726962425
sway,2022-23,14476,38846,12584,0,65906,,83342.0,8718.0,13.227930689163353
sway,2023-24,16836,44412,13376,0,74624,,83342.0,8718.0,13.227930689163353
swaythling,2022-23,17180,35896,10204,0,63280,,84732.0,10726.0,16.95006321112516
swaythling,2023-24,19374,44014,10618,0,74006,,84732.0,10726.0,16.95006321112516
swinderby,2022-23,10474,1826,886,0,13186,,27626.0,7220.0,54.7550432276657
swinderby,2023-24,15918,2412,2076,0,20406,,27626.0,7220.0,54.7550432276657
swindon (wilts),2022-23,309476,2053654,224884,189382,2588014,,3074246.0,243116.0,9.393921362094641
swindon (wilts),2023-24,315618,2294950,220562,218305,2831130,,3074246.0,243116.0,9.393921362094641
swineshead,2022-23,546,212,468,0,1226,,562.0,-332.0,-27.07993474714519
swineshead,2023-24,426,184,284,0,894,,562.0,-332.0,-27.07993474714519
swinton (manchester),2022-23,57892,45930,25670,0,129492,,178936.0,24722.0,19.091526889692027
swinton (manchester),2023-24,43076,83780,27358,0,154214,,178936.0,24722.0,19.091526889692027
swinton (south yorks),2022-23,104834,102888,55140,2204,262862,,349850.0,43494.0,16.5463246874786
swinton (south yorks),2023-24,89038,165264,52054,2909,306356,,349850.0,43494.0,16.5463246874786
sydenham (london),2022-23,1007634,1617142,480410,0,3105186,,3930238.0,412526.0,13.285065693327228
sydenham (london),2023-24,1131040,1874062,512610,0,3517712,,3930238.0,412526.0,13.285065693327228
sydenham hill,2022-23,206400,235890,99784,0,542074,,810174.0,134050.0,24.729096027479645
sydenham hill,2023-24,264420,283858,127846,0,676124,,810174.0,134050.0,24.729096027479645
syon lane,2022-23,348068,200828,118910,0,667806,,944554.0,138374.0,20.72068834362075
syon lane,2023-24,427102,239524,139554,0,806180,,944554.0,138374.0,20.72068834362075
syston,2022-23,99514,26976,22612,0,149102,,216406.0,33652.0,22.569784442864616
syston,2023-24,116930,31812,34012,0,182754,,216406.0,33652.0,22.569784442864616
tackley,2022-23,3550,15712,1636,0,20898,,21850.0,476.0,2.2777299263087376
tackley,2023-24,3274,16182,1918,0,21374,,21850.0,476.0,2.2777299263087376
tadworth,2022-23,76780,68594,27984,0,173358,,204778.0,15710.0,9.062171921688067
tadworth,2023-24,86682,76260,26126,0,189068,,204778.0,15710.0,9.062171921688067
taffs well,2022-23,122602,7134,34946,0,164682,,216602.0,25960.0,15.763714310003522
taffs well,2023-24,136474,9396,44772,0,190642,,216602.0,25960.0,15.763714310003522
tain,2022-23,14838,4262,506,0,19606,,27738.0,4066.0,20.73854942364582
tain,2023-24,18508,4190,974,0,23672,,27738.0,4066.0,20.73854942364582
tal-y-cafn,2022-23,952,430,6,0,1388,,3828.0,1220.0,87.89625360230548
tal-y-cafn,2023-24,1670,720,218,0,2608,,3828.0,1220.0,87.89625360230548
talsarnau,2022-23,2366,664,0,0,3030,Wales,4122.0,546.0,18.019801980198018
talsarnau,2023-24,2504,1072,0,0,3576,Wales,4122.0,546.0,18.019801980198018
talybont,2022-23,16914,5908,3224,0,26046,,31670.0,2812.0,10.796283498425861
talybont,2023-24,18840,7200,2818,0,28858,,31670.0,2812.0,10.796283498425861
tame bridge parkway,2022-23,171868,222966,110054,0,504888,,654832.0,74972.0,14.849233889496286
tame bridge parkway,2023-24,205696,253756,120408,0,579860,,654832.0,74972.0,14.849233889496286
tamworth,2022-23,414442,472394,57880,202840,944716,,1115916.0,85600.0,9.060924129579684
tamworth,2023-24,439412,514952,75952,264983,1030316,,1115916.0,85600.0,9.060924129579684
taplow,2022-23,94400,152272,53410,0,300082,,619498.0,159708.0,53.22145280290054
taplow,2023-24,150842,250980,57968,0,459790,,619498.0,159708.0,53.22145280290054
tattenham corner,2022-23,56694,58216,20532,0,135442,,116990.0,-9226.0,-6.81177182853177
tattenham corner,2023-24,54572,50876,20768,0,126216,,116990.0,-9226.0,-6.81177182853177
taunton,2022-23,220386,1108222,69490,69064,1398098,,1531738.0,66820.0,4.779350231528834
taunton,2023-24,223792,1180294,60832,75203,1464918,,1531738.0,66820.0,4.779350231528834
taynuilt,2022-23,6852,3706,31468,0,42026,,49526.0,3750.0,8.923047637176985
taynuilt,2023-24,9054,4644,32078,0,45776,,49526.0,3750.0,8.923047637176985
teddington,2022-23,522174,711120,147236,66384,1380530,,1842946.0,231208.0,16.747770783684526
teddington,2023-24,606808,847572,157358,78169,1611738,,1842946.0,231208.0,16.747770783684526
teesside airport,2022-23,0,2,0,0,2,North East,-2.0,-2.0,-100.0
teesside airport,2023-24,0,0,0,0,0,North East,-2.0,-2.0,-100.0
teignmouth,2022-23,93332,466904,131148,0,691384,,764816.0,36716.0,5.310507619499439
teignmouth,2023-24,118680,484292,125128,0,728100,,764816.0,36716.0,5.310507619499439
telford central,2022-23,236540,546372,99764,2986,882676,,1148884.0,133104.0,15.079598856205449
telford central,2023-24,301978,586172,127630,4348,1015780,,1148884.0,133104.0,15.079598856205449
templecombe,2022-23,8812,54938,4526,0,68276,,91276.0,11500.0,16.843400316362995
templecombe,2023-24,12462,62218,5096,0,79776,,91276.0,11500.0,16.843400316362995
tenby,2022-23,58674,34458,74,0,93206,,116718.0,11756.0,12.612921914898182
tenby,2023-24,56048,48628,286,0,104962,,116718.0,11756.0,12.612921914898182
teynham,2022-23,40634,51622,42546,0,134802,,201970.0,33584.0,24.913576949896886
teynham,2023-24,50970,62878,54538,0,168386,,201970.0,33584.0,24.913576949896886
thames ditton,2022-23,275762,263382,78256,0,617400,,803880.0,93240.0,15.10204081632653
thames ditton,2023-24,316868,310110,83662,0,710640,,803880.0,93240.0,15.10204081632653
thanet parkway,2023-24,10538,38932,7768,289,57238,,,,
thatcham,2022-23,101504,196444,64950,0,362898,,452634.0,44868.0,12.363804705454426
thatcham,2023-24,123666,217924,66176,0,407766,,452634.0,44868.0,12.363804705454426
thatto heath,2022-23,43516,48274,23552,0,115342,,169366.0,27012.0,23.419049435591546
thatto heath,2023-24,51988,58250,32116,0,142354,,169366.0,27012.0,23.419049435591546
the hawthorns,2022-23,70574,102630,93106,0,266310,,302378.0,18034.0,6.7718072922533885
the hawthorns,2023-24,76216,109602,98526,0,284344,,302378.0,18034.0,6.7718072922533885
the lakes (warks),2022-23,3016,3620,3896,0,10532,,18420.0,3944.0,37.447778199772124
the lakes (warks),2023-24,3902,4676,5898,0,14476,,18420.0,3944.0,37.447778199772124
theale,2022-23,100438,131992,50550,0,282980,,362488.0,39754.0,14.048342639055763
theale,2023-24,110044,152344,60346,0,322734,,362488.0,39754.0,14.048342639055763
theobalds grove,2022-23,210652,317538,38404,0,566594,,944818.0,189112.0,33.37698598996813
theobalds grove,2023-24,258214,445390,52102,0,755706,,944818.0,189112.0,33.37698598996813
thetford,2022-23,55208,191538,29776,6,276522,,314506.0,18992.0,6.868169621223628
thetford,2023-24,59400,204268,31846,4,295514,,314506.0,18992.0,6.868169621223628
thirsk,2022-23,58848,154032,18270,0,231150,,295218.0,32034.0,13.858533419857237
thirsk,2023-24,63078,179814,20292,0,263184,,295218.0,32034.0,13.858533419857237
thornaby,2022-23,86636,375408,49044,46054,511088,,660524.0,74718.0,14.619400181573427
thornaby,2023-24,77388,456088,52330,57834,585806,,660524.0,74718.0,14.619400181573427
thorne north,2022-23,33848,48172,19020,1281,101040,,202592.0,50776.0,50.25336500395883
thorne north,2023-24,27330,103426,21060,1874,151816,,202592.0,50776.0,50.25336500395883
thorne south,2022-23,20494,17544,9938,0,47976,,59912.0,5968.0,12.439553109888278
thorne south,2023-24,19052,21282,13610,0,53944,,59912.0,5968.0,12.439553109888278
thornford,2022-23,894,1826,196,0,2916,,3764.0,424.0,14.540466392318244
thornford,2023-24,1066,2020,254,0,3340,,3764.0,424.0,14.540466392318244
thornliebank,2022-23,64508,102602,23344,0,190454,,322242.0,65894.0,34.598380711352874
thornliebank,2023-24,99112,134328,22908,0,256348,,322242.0,65894.0,34.598380711352874
thornton abbey,2022-23,306,828,0,0,1134,Yorkshire,,,
thornton abbey [r],2023-24,308,638,0,0,946,,,,
thornton heath,2022-23,558144,792280,564798,0,1915222,,2450638.0,267708.0,13.977909610478575
thornton heath,2023-24,626202,945740,610988,0,2182930,,2450638.0,267708.0,13.977909610478575
thorntonhall,2022-23,5184,8216,1480,0,14880,,24404.0,4762.0,32.00268817204301
thorntonhall,2023-24,7652,11856,134,0,19642,,24404.0,4762.0,32.00268817204301
thorpe bay,2022-23,267908,201362,127550,0,596820,,662380.0,32780.0,5.492443282731812
thorpe bay,2023-24,274304,229024,126272,0,629600,,662380.0,32780.0,5.492443282731812
thorpe culvert,2022-23,166,230,0,0,396,East Midlands,332.0,-32.0,-8.080808080808081
thorpe culvert,2023-24,226,138,0,0,364,East Midlands,332.0,-32.0,-8.080808080808081
thorpe-le-soken,2022-23,37040,46902,35106,229068,119048,,145472.0,13212.0,11.098044486257644
thorpe-le-soken,2023-24,42470,55452,34338,270165,132260,,145472.0,13212.0,11.098044486257644
three bridges,2022-23,773500,1480930,537456,718405,2791886,,3312122.0,260118.0,9.31692769690453
three bridges,2023-24,947600,1534694,569710,760679,3052004,,3312122.0,260118.0,9.31692769690453
three oaks,2022-23,3188,5638,3370,0,12196,,17680.0,2742.0,22.482781239750736
three oaks,2023-24,3416,7430,4092,0,14938,,17680.0,2742.0,22.482781239750736
thurgarton,2022-23,1378,146,60,0,1584,,3452.0,934.0,58.964646464646464
thurgarton,2023-24,2050,136,332,0,2518,,3452.0,934.0,58.964646464646464
thurnscoe,2022-23,32936,21756,13580,0,68272,,91052.0,11390.0,16.683266932270914
thurnscoe,2023-24,34882,25130,19650,0,79662,,91052.0,11390.0,16.683266932270914
thurso,2022-23,15466,15374,606,0,31446,,43806.0,6180.0,19.652738027094067
thurso,2023-24,20934,16212,480,0,37626,,43806.0,6180.0,19.652738027094067
thurston,2022-23,38138,40202,17380,0,95720,,132940.0,18610.0,19.442122858336816
thurston,2023-24,45082,50598,18650,0,114330,,132940.0,18610.0,19.442122858336816
tilbury town,2022-23,415034,256100,287628,111134,958762,,1037342.0,39290.0,4.097993036853776
tilbury town,2023-24,397880,318258,281914,60468,998052,,1037342.0,39290.0,4.097993036853776
tile hill,2022-23,118336,209266,100784,0,428386,,536926.0,54270.0,12.668481229545318
tile hill,2023-24,133784,237514,111358,0,482656,,536926.0,54270.0,12.668481229545318
tilehurst,2022-23,81468,166222,72320,0,320010,,394754.0,37372.0,11.678385050467172
tilehurst,2023-24,100376,182816,74190,0,357382,,394754.0,37372.0,11.678385050467172
tipton,2022-23,84806,150444,61844,0,297094,,360390.0,31648.0,10.6525207510081
tipton,2023-24,96948,162966,68828,0,328742,,360390.0,31648.0,10.6525207510081
tir-phil,2022-23,21076,838,4254,0,26168,,31280.0,2556.0,9.767655151329869
tir-phil,2023-24,21744,984,5996,0,28724,,31280.0,2556.0,9.767655151329869
tisbury,2022-23,23356,104594,23680,0,151630,,188942.0,18656.0,12.303633845545077
tisbury,2023-24,34552,114690,21044,0,170286,,188942.0,18656.0,12.303633845545077
tiverton parkway,2022-23,29134,452466,42590,0,524190,,638766.0,57288.0,10.928861672294397
tiverton parkway,2023-24,52042,479954,49482,0,581478,,638766.0,57288.0,10.928861672294397
todmorden,2022-23,172144,260270,84330,0,516744,,681856.0,82556.0,15.97618937036521
todmorden,2023-24,165780,342356,91164,0,599300,,681856.0,82556.0,15.97618937036521
tolworth,2022-23,201196,199190,95992,0,496378,,559178.0,31400.0,6.325824271019263
tolworth,2023-24,218254,225436,84088,0,527778,,559178.0,31400.0,6.325824271019263
ton pentre,2022-23,41664,2224,9734,0,53622,,19082.0,-17270.0,-32.20692999142143
ton pentre,2023-24,21274,1022,14056,0,36352,,19082.0,-17270.0,-32.20692999142143
tonbridge,2022-23,795088,1452098,1255750,321741,3502936,,4012492.0,254778.0,7.27327019391733
tonbridge,2023-24,884292,1598710,1274712,367459,3757714,,4012492.0,254778.0,7.27327019391733
tondu,2022-23,31544,1342,7050,0,39936,,54540.0,7302.0,18.284254807692307
tondu,2023-24,36882,2086,8270,0,47238,,54540.0,7302.0,18.284254807692307
tonfanau,2022-23,992,564,0,0,1556,Wales,3204.0,824.0,52.95629820051414
tonfanau,2023-24,1598,772,10,0,2380,Wales,3204.0,824.0,52.95629820051414
tonypandy,2022-23,60892,3058,14910,0,78860,,6744.0,-36058.0,-45.724067968551864
tonypandy,2023-24,27456,1850,13496,0,42802,,6744.0,-36058.0,-45.724067968551864
tooting,2022-23,262056,287860,153056,0,702972,,791660.0,44344.0,6.308074859311609
tooting,2023-24,287336,301734,158246,0,747316,,791660.0,44344.0,6.308074859311609
topsham,2022-23,134060,73330,20242,0,227632,,292496.0,32432.0,14.247557461165389
topsham,2023-24,155242,86432,18390,0,260064,,292496.0,32432.0,14.247557461165389
torquay,2022-23,41486,361990,51972,3700,455448,,474360.0,9456.0,2.076197502239553
torquay,2023-24,42518,368254,54132,1265,464904,,474360.0,9456.0,2.076197502239553
torre,2022-23,64770,148512,118562,0,331844,,354212.0,11184.0,3.3702583141476117
torre,2023-24,65832,154324,122872,0,343028,,354212.0,11184.0,3.3702583141476117
totnes,2022-23,40898,556808,89688,0,687394,,733362.0,22984.0,3.3436428016537825
totnes,2023-24,44300,586376,79702,0,710378,,733362.0,22984.0,3.3436428016537825
tottenham court road,2022-23,9387002,21242642,4248124,0,34877768,,93560312.0,29341272.0,84.1260025584206
tottenham court road,2023-24,17236038,39620184,7362818,65,64219040,,93560312.0,29341272.0,84.1260025584206
tottenham hale,2022-23,2909790,3788882,864978,502460,7563650,,9432662.0,934506.0,12.355225321108195
tottenham hale,2023-24,3334614,4285096,878446,656402,8498156,,9432662.0,934506.0,12.355225321108195
totton,2022-23,59116,113802,27360,0,200278,,205194.0,2458.0,1.2272940612548557
totton,2023-24,66362,112422,23952,0,202736,,205194.0,2458.0,1.2272940612548557
town green,2022-23,76880,226832,56868,0,360580,,450296.0,44858.0,12.440512507626602
town green,2023-24,88410,253522,63506,0,405438,,450296.0,44858.0,12.440512507626602
trafford park,2022-23,17526,12866,6376,0,36768,,40292.0,1762.0,4.7922106179286335
trafford park,2023-24,17712,13914,6904,0,38530,,40292.0,1762.0,4.7922106179286335
trefforest,2022-23,475408,23700,55004,0,554112,,745708.0,95798.0,17.2885626010626
trefforest,2023-24,559186,34018,56706,0,649910,,745708.0,95798.0,17.2885626010626
trefforest estate,2022-23,35642,1768,9070,0,46480,,59792.0,6656.0,14.320137693631668
trefforest estate,2023-24,40526,2224,10386,0,53136,,59792.0,6656.0,14.320137693631668
trehafod,2022-23,20164,860,5958,0,26982,,1306.0,-12838.0,-47.579868060188275
trehafod,2023-24,10262,462,3420,0,14144,,1306.0,-12838.0,-47.579868060188275
treherbert,2022-23,80364,3922,36910,0,121196,,16244.0,-52476.0,-43.29845869500644
treherbert,2023-24,37180,1600,29940,0,68720,,16244.0,-52476.0,-43.29845869500644
treorchy,2022-23,54592,2986,25826,0,83404,,38428.0,-22488.0,-26.96273560021102
treorchy,2023-24,28762,1536,30618,0,60916,,38428.0,-22488.0,-26.96273560021102
trimley,2022-23,18532,17956,4676,0,41164,,50732.0,4784.0,11.621805461082499
trimley,2023-24,19488,20250,6210,0,45948,,50732.0,4784.0,11.621805461082499
tring,2022-23,198956,285566,68686,0,553208,,792920.0,119856.0,21.665630287342193
tring,2023-24,243532,354608,74924,0,673064,,792920.0,119856.0,21.665630287342193
troed-y-rhiw,2022-23,22072,774,10816,0,33662,,30258.0,-1702.0,-5.056146396530212
troed-y-rhiw,2023-24,22062,1042,8856,0,31960,,30258.0,-1702.0,-5.056146396530212
troon,2022-23,98358,209090,29694,3904,337142,,404126.0,33492.0,9.934093052778948
troon,2023-24,122210,229322,19102,5533,370634,,404126.0,33492.0,9.934093052778948
trowbridge,2022-23,300822,342102,91844,36255,734768,,947084.0,106158.0,14.447825708250766
trowbridge,2023-24,339894,405162,95870,36465,840926,,947084.0,106158.0,14.447825708250766
truro,2022-23,105302,837196,158094,240812,1100592,,1275512.0,87460.0,7.946632357858316
truro,2023-24,163804,854586,169662,254776,1188052,,1275512.0,87460.0,7.946632357858316
tulloch,2022-23,1128,416,0,0,1544,Scotland,2668.0,562.0,36.39896373056995
tulloch,2023-24,1674,432,0,0,2106,Scotland,2668.0,562.0,36.39896373056995
tulse hill,2022-23,680414,893942,302766,547235,1877122,,2120522.0,121700.0,6.483329266824425
tulse hill,2023-24,748724,927970,322128,373263,1998822,,2120522.0,121700.0,6.483329266824425
tunbridge wells,2022-23,574382,1359508,632054,72163,2565944,,3113016.0,273536.0,10.660248236126742
tunbridge wells,2023-24,644106,1579500,615874,70744,2839480,,3113016.0,273536.0,10.660248236126742
turkey street,2022-23,292940,440472,44402,0,777814,,1266542.0,244364.0,31.416765447780577
turkey street,2023-24,351326,610760,60092,0,1022178,,1266542.0,244364.0,31.416765447780577
tutbury and hatton,2022-23,24158,29638,2760,0,56556,,75520.0,9482.0,16.76568357026664
tutbury and hatton,2023-24,28012,35186,2840,0,66038,,75520.0,9482.0,16.76568357026664
tweedbank,2022-23,99158,197300,5070,0,301528,,497392.0,97932.0,32.47857578732323
tweedbank,2023-24,161036,232528,5896,0,399460,,497392.0,97932.0,32.47857578732323
twickenham,2022-23,1328622,2218304,472198,343576,4019124,,4964224.0,472550.0,11.757537214577107
twickenham,2023-24,1536852,2443450,511372,242179,4491674,,4964224.0,472550.0,11.757537214577107
twyford,2022-23,394528,527072,160060,555106,1081660,,2046128.0,482234.0,44.58277092616903
twyford,2023-24,560958,808528,194408,668774,1563894,,2046128.0,482234.0,44.58277092616903
ty croes,2022-23,2774,1862,246,0,4882,,9942.0,2530.0,51.82302335108562
ty croes,2023-24,3456,2836,1120,0,7412,,9942.0,2530.0,51.82302335108562
ty glas,2022-23,54160,1656,15302,0,71118,,120634.0,24758.0,34.81256503276245
ty glas,2023-24,71584,2598,21694,0,95876,,120634.0,24758.0,34.81256503276245
tygwyn,2022-23,834,218,0,0,1052,Wales,920.0,-66.0,-6.273764258555133
tygwyn,2023-24,788,198,0,0,986,Wales,920.0,-66.0,-6.273764258555133
tyndrum lower,2022-23,3020,1630,0,1343,4650,,8114.0,1732.0,37.24731182795699
tyndrum lower,2023-24,4230,1666,486,1506,6382,,8114.0,1732.0,37.24731182795699
tyseley,2022-23,58714,43532,45854,951,148100,,247180.0,49540.0,33.45037137069548
tyseley,2023-24,81882,58884,56874,5216,197640,,247180.0,49540.0,33.45037137069548
tywyn,2022-23,49450,18930,21526,0,89906,,104462.0,7278.0,8.095121571419037
tywyn,2023-24,50624,24904,21656,0,97184,,104462.0,7278.0,8.095121571419037
uckfield,2022-23,56250,100882,43140,0,200272,,226048.0,12888.0,6.435248062634817
uckfield,2023-24,60536,104078,48546,0,213160,,226048.0,12888.0,6.435248062634817
uddingston,2022-23,207758,294362,65682,0,567802,,835542.0,133870.0,23.576880673192417
uddingston,2023-24,264652,369562,67458,0,701672,,835542.0,133870.0,23.576880673192417
ulceby,2022-23,1102,1758,0,0,2860,Yorkshire,3564.0,352.0,12.307692307692308
ulceby,2023-24,1244,1896,72,0,3212,Yorkshire,3564.0,352.0,12.307692307692308
ulleskelf,2022-23,4318,4810,1192,0,10320,,16356.0,3018.0,29.24418604651163
ulleskelf,2023-24,3098,8672,1568,0,13338,,16356.0,3018.0,29.24418604651163
ulverston,2022-23,47564,169884,39910,0,257358,,276502.0,9572.0,3.719332602833407
ulverston,2023-24,43704,185696,37530,0,266930,,276502.0,9572.0,3.719332602833407
umberleigh,2022-23,11092,17816,17000,0,45908,,53376.0,3734.0,8.133658621591008
umberleigh,2023-24,14346,18318,16978,0,49642,,53376.0,3734.0,8.133658621591008
university (birmingham),2022-23,909998,1047160,676330,0,2633488,,3468536.0,417524.0,15.854410576391462
university (birmingham),2023-24,996564,1149766,904682,0,3051012,,3468536.0,417524.0,15.854410576391462
uphall,2022-23,153608,179230,25248,0,358086,,556806.0,99360.0,27.747524337728922
uphall,2023-24,213636,219116,24694,0,457446,,556806.0,99360.0,27.747524337728922
upholland,2022-23,11912,7882,1904,0,21698,,23122.0,712.0,3.281408424739608
upholland,2023-24,10100,9646,2664,0,22410,,23122.0,712.0,3.281408424739608
upminster,2022-23,1688162,2220578,497628,764941,4406368,,4819744.0,206688.0,4.690665872664289
upminster,2023-24,1789522,2347654,475880,952075,4613056,,4819744.0,206688.0,4.690665872664289
upper halliford,2022-23,26180,24160,26174,0,76514,,110306.0,16896.0,22.08223331677863
upper halliford,2023-24,32248,32824,28338,0,93410,,110306.0,16896.0,22.08223331677863
upper holloway,2022-23,365578,476458,316964,0,1159000,,1583940.0,212470.0,18.33218291630716
upper holloway,2023-24,417918,614082,339470,0,1371470,,1583940.0,212470.0,18.33218291630716
upper tyndrum,2022-23,2456,1620,0,123,4076,,7680.0,1802.0,44.21000981354269
upper tyndrum,2023-24,3498,1904,476,214,5878,,7680.0,1802.0,44.21000981354269
upper warlingham,2022-23,259498,261606,108582,0,629686,,954130.0,162222.0,25.76236409893185
upper warlingham,2023-24,332534,330408,128966,0,791908,,954130.0,162222.0,25.76236409893185
upton (merseyside),2022-23,13478,3622,1178,0,18278,,12442.0,-2918.0,-15.964547543494911
upton (merseyside),2023-24,11390,2700,1270,0,15360,,12442.0,-2918.0,-15.964547543494911
upwey,2022-23,11360,30696,1072,57243,43128,,49940.0,3406.0,7.897421628640326
upwey,2023-24,11326,34812,396,21420,46534,,49940.0,3406.0,7.897421628640326
urmston,2022-23,132358,95874,46306,0,274538,,309686.0,17574.0,6.401299637937188
urmston,2023-24,134764,110800,46548,0,292112,,309686.0,17574.0,6.401299637937188
uttoxeter,2022-23,55848,81976,6446,0,144270,,176794.0,16262.0,11.271920704235114
uttoxeter,2023-24,65638,88658,6236,0,160532,,176794.0,16262.0,11.271920704235114
valley,2022-23,7566,4352,518,0,12436,,22680.0,5122.0,41.18687680926343
valley,2023-24,9866,6642,1050,0,17558,,22680.0,5122.0,41.18687680926343
vauxhall,2022-23,4312218,5976372,2723744,0,13012334,,14851538.0,919602.0,7.067156437884241
vauxhall,2023-24,4711164,6452624,2768148,0,13931936,,14851538.0,919602.0,7.067156437884241
