station_name,full_price_tickets,reduced_price_tickets,season_tickets,total_entries_exits,interchanges,region,nlc_code,tlc_code
Kents Bank,4176,18744,3804,26724,0,North West,1966,KBK
Kettering,137698,722750,202628,1063076,394322,East Midlands,1857,KET
Kew Bridge,386558,476048,194440,1057046,0,London,5593,KWB
Kew Gardens,385104,880690,115978,1381772,0,London,5594,KWG
Keyham,6136,8346,2578,17060,0,South West,3571,KEY
Keynsham,214654,266440,29580,510674,0,South West,3237,KYN
Kidbrooke,505422,581014,325784,1412220,0,London,5108,KDB
Kidderminster,273308,424362,430888,1128558,0,West Midlands,4581,KID
Kidsgrove,83968,144492,15074,243534,21075,West Midlands,1229,KDG
Kidwelly,14216,8368,4290,26874,0,Wales,4132,KWL
Kilburn High Road,140780,431308,88938,661026,0,London,1415,KBN
Kildale,128,1322,0,1450,0,Yorkshire and The Humber,7516,KLD
Kildonan,218,22,0,240,0,Scotland,8652,KIL
Kilgetty,8068,6112,100,14280,0,Wales,4083,KGT
Kilmarnock,155202,243630,13830,412662,6325,Scotland,9512,KMK
Kilmaurs,27498,39248,3170,69916,0,Scotland,9516,KLM
Kilpatrick,24688,42670,3240,70598,0,Scotland,9960,KPT
Kilwinning,247492,405942,56368,709802,80687,Scotland,9517,KWN
Kinbrace,474,132,0,606,0,Scotland,8653,KBC
Kingham,26868,160544,7750,195162,0,South East,3008,KGM
Kinghorn,39348,44820,4130,88298,0,Scotland,9142,KGH
Kings Langley,182434,202970,64078,449482,0,East of England,1392,KGL
Kings Lynn,201496,532270,55438,789204,142,East of England,7115,KLN
Kings Norton,281024,320264,233470,834758,0,West Midlands,1109,KNN
Kings Nympton,942,1256,1916,4114,0,South West,5823,KGN
Kings Park,58860,101850,17682,178392,0,Scotland,9817,KGP
Kings Sutton,24742,34858,7532,67132,0,East Midlands,4508,KGS
Kingsknowe,18750,13732,694,33176,0,Scotland,9217,KGE
Kingston,1360896,2341416,440958,4143270,0,London,5565,KNG
Kingswood,56696,54112,20484,131292,0,South East,5366,KND
Kingussie,23794,16284,1648,41726,0,Scotland,8655,KIN
Kintbury,13642,43538,13542,70722,0,South East,3073,KIT
Kintore,57886,52556,8072,118514,0,Scotland,6597,KTR
Kirby Cross,15714,24730,17816,58260,0,East of England,6862,KBX
Kirk Sandall,22534,33596,15198,71328,0,Yorkshire and The Humber,6527,KKS
Kirkby (Merseyside),178752,1143578,498992,1821322,163,North West,2124,KIR
Kirkby Stephen,4422,28908,336,33666,0,North West,2057,KSW
Kirkby-in-Ashfield,65364,35050,14222,114636,0,East Midlands,1867,KKB
Kirkby-In-Furness,5340,12930,1922,20192,0,North West,1959,KBF
Kirkcaldy,264486,487686,29960,782132,5830,Scotland,9145,KDY
Kirkconnel,5600,13478,272,19350,0,Scotland,9518,KRK
Kirkdale,275314,495684,282550,1053548,112136,North West,2245,KKD
Kirkham and Wesham,72088,256168,33106,361362,5878,North West,2668,KKM
Kirkhill,20400,42226,2600,65226,0,Scotland,9771,KKH
Kirknewton,36168,27030,516,63714,0,Scotland,9230,KKN
Kirkstall Forge,92424,152462,55284,300170,0,Yorkshire and The Humber,6544,KLF
Kirkwood,40866,72814,8746,122426,0,Scotland,9766,KWD
Kirton Lindsey,44,250,0,294,0,Yorkshire and The Humber,6466,KTL
Kiveton Bridge,18156,34460,4910,57526,0,Yorkshire and The Humber,6401,KIV
Kiveton Park,12920,30580,4606,48106,0,Yorkshire and The Humber,6565,KVP
Knaresborough,101982,354388,50076,506446,0,Yorkshire and The Humber,8214,KNA
Knebworth,186828,163122,65014,414964,0,East of England,6088,KBW
Knighton,8974,7438,1270,17682,0,West Midlands,4206,KNI
Knockholt,69264,72896,27388,169548,0,London,5109,KCK
Knottingley,80510,48216,31224,159950,0,Yorkshire and The Humber,8546,KNO
Knucklas,1958,1092,0,3050,0,Wales,4228,KNU
Knutsford,88570,156186,93562,338318,0,North West,2848,KNF
Kyle Of Lochalsh,27492,26092,0,53584,0,Scotland,8657,KYL
Ladybank,36066,37936,2706,76708,4349,Scotland,9149,LDY
Ladywell,347518,587180,191148,1125846,0,London,5057,LAD
Laindon,865286,555514,391210,1812010,0,East of England,7445,LAI
Lairg,2766,1414,0,4180,0,Scotland,8658,LRG
Lake,3798,13528,2058,19384,0,South East,5504,LKE
Lakenheath,208,270,2,480,0,East of England,7201,LAK
Lamphey,2982,1838,0,4820,0,Wales,4084,LAM
Lanark,90018,144442,12380,246840,0,Scotland,9710,LNK
Lancaster,168058,1607498,188328,1963884,455099,North West,2685,LAN
Lancing,243698,441738,163536,848972,0,South East,5275,LAC
Landywood,57650,73900,28006,159556,0,West Midlands,1017,LAW
Langbank,19502,36856,10396,66754,0,Scotland,9652,LGB
Langho,6446,22712,8798,37956,0,North West,2735,LHO
Langley (Berks),328832,529630,183672,1042134,0,South East,3171,LNY
Langley Green,44816,59850,46598,151264,0,West Midlands,4607,LGG
Langley Mill,51120,28800,5098,85018,0,East Midlands,1761,LGM
Langside,62010,96194,37942,196146,0,Scotland,9818,LGS
Langwathby,2238,16688,140,19066,0,North West,2058,LGW
Langwith-Whaley Thorns,5392,2826,590,8808,0,East Midlands,1871,LAG
Lapford,3266,1668,2726,7660,0,South West,5824,LAP
Lapworth,10950,10924,70862,92736,0,West Midlands,4595,LPW
Larbert,326444,421554,39812,787810,0,Scotland,9876,LBT
Largs,107656,265162,10918,383736,0,Scotland,9521,LAR
Larkhall,88274,131184,24440,243898,0,Scotland,9728,LRH
Laurencekirk,41744,33360,5578,80682,0,Scotland,8931,LAU
Lawrence Hill,204378,54196,28608,287182,0,South West,3225,LWH
Layton (Lancs),10344,55380,8010,73734,0,North West,2669,LAY
Lazonby and Kirkoswald,2464,12684,2808,17956,0,North West,2059,LZB
Lea Bridge,284666,401100,139766,825532,0,London,6927,LEB
Lea Green,102838,181446,34528,318812,0,North West,2339,LEG
Lea Hall,134776,161768,113130,409674,0,West Midlands,1133,LEH
Leagrave,330364,870810,282578,1483752,0,East of England,1534,LEA
Lealholm,298,2868,5432,8598,0,Yorkshire and The Humber,7925,LHM
Leamington Spa,812402,1132764,236000,2181166,204072,West Midlands,4597,LMS
Leasowe,195996,209354,124920,530270,0,North West,2237,LSW
Leatherhead,510634,604184,258964,1373782,13976,South East,5368,LHD
Ledbury,57206,101846,26334,185386,25,West Midlands,4784,LED
Lee (London),460468,612252,295210,1367930,0,London,5110,LEE
Leeds,6291110,16177660,2422616,24891386,2684197,Yorkshire and The Humber,8487,LDS
Leicester,875772,4042624,385434,5303830,462423,East Midlands,1947,LEI
Leigh (Kent),11294,15084,14444,40822,0,South East,5294,LIH
Leigh-On-Sea,732324,627584,274804,1634712,0,East of England,7446,LES
Leighton Buzzard,329738,693926,291550,1315214,0,East of England,1373,LBZ
Lelant,0,27722,0,27722,0,South West,3539,LEL
Lelant Saltings,0,630,0,630,0,South West,3498,LTS
Lenham,34678,37428,48956,121062,0,South East,5111,LEN
Lenzie,257106,369518,80296,706920,0,Scotland,9955,LNZ
Leominster,73828,125156,39384,238368,0,West Midlands,3620,LEO
Letchworth Garden City,607064,753782,237464,1598310,0,East of England,6089,LET
Leuchars (For St. Andrews),126862,399306,1954,528122,0,Scotland,9188,LEU
Levenshulme,173316,195964,85144,454424,0,North West,2862,LVM
Lewes,504382,1300640,560606,2365628,493772,South East,5329,LWS
Lewisham,1909092,3052048,1590350,6551490,1599988,London,5051,LEW
Leyland,93850,268198,32036,394084,0,North West,2710,LEY
Leyton Midland Road,426532,693948,293658,1414138,0,London,7402,LEM
Leytonstone High Road,293974,521514,202742,1018230,0,London,7403,LER
Lichfield City,277864,279162,193492,750518,0,West Midlands,1177,LIC
Lichfield Trent Valley,81244,400422,245782,727448,69864,West Midlands,1291,LTV
Lidlington,1324,3148,3734,8206,0,East of England,1579,LID
Limehouse,1120916,887082,466726,2474724,0,London,7491,LHS
Lincoln,552876,1408972,97822,2059670,19060,East Midlands,6340,LCN
Lingfield,95088,141892,147864,384844,0,South East,5369,LFD
Lingwood,15166,21808,8598,45572,0,East of England,7305,LGD
Linlithgow,417930,532164,40020,990114,0,Scotland,9438,LIN
Liphook,104766,181584,261362,547712,0,South East,5634,LIP
Liskeard,33668,246506,42822,322996,58653,South West,3573,LSK
Liss,46798,112330,119208,278336,0,South East,5635,LIS
Lisvane and Thornhill,152870,11916,25430,190216,0,Wales,3853,LVT
Little Kimble,5122,1694,1270,8086,0,South East,3066,LTK
Little Sutton,77272,74240,19390,170902,0,North West,2156,LTT
Littleborough,76952,187314,70320,334586,0,North West,2661,LTL
Littlehampton,144354,421952,230744,797050,5176,South East,5260,LIT
Littlehaven,104672,100740,44052,249464,0,South East,5498,LVN
Littleport,63964,97810,42584,204358,0,East of England,7072,LTP
Liverpool Central,3686392,7170910,1753446,12610748,599891,North West,2242,LVC
Liverpool James Street,776082,1509666,369146,2654894,0,North West,2244,LVJ
Liverpool Lime Street,3589382,6982202,1707304,12278888,918359,North West,2246,LIV
Liverpool South Parkway,351952,1269670,396078,2017700,206254,North West,9709,LPY
Livingston North,432464,513722,48814,995000,0,Scotland,9371,LSN
Livingston South,145724,142250,13734,301708,0,Scotland,9372,LVG
Llanaber,1934,614,494,3042,0,Wales,4327,LLA
Llanbedr,6858,2948,20,9826,0,Wales,4356,LBR
Llanbister Road,722,348,144,1214,0,Wales,4226,LLT
Llanbradach,46888,2434,9712,59034,0,Wales,4018,LNB
Llandaf,273916,21198,59822,354936,0,Wales,3844,LLN
Llandanwg,3348,1006,0,4354,0,Wales,4460,LDN
Llandecwyn,578,256,0,834,0,Wales,4334,LLC
Llandeilo,7548,6752,0,14300,0,Wales,4248,LLL
Llandovery,7454,5228,10,12692,0,Wales,4059,LLV
Llandrindod,11714,15514,52,27280,0,Wales,4227,LLO
Llandudno,167358,207656,22432,397446,0,Wales,2484,LLD
Llandudno Junction,129196,201658,22188,353042,140972,Wales,2485,LLJ
Llandybie,4010,2924,6,6940,0,Wales,4247,LLI
Llanelli,167602,123646,41980,333228,6920,Wales,4133,LLE
Llanfairfechan,14744,22854,1312,38910,0,Wales,2488,LLF
Llanfairpwll,13484,14648,2054,30186,0,Wales,2467,LPG
Llangadog,2066,1298,0,3364,0,Wales,4060,LLG
Llangammarch,966,552,0,1518,0,Wales,4162,LLM
Llangennech,1576,1022,162,2760,0,Wales,4138,LLH
Llangynllo,340,440,0,780,0,Wales,4207,LGO
Llanharan,69030,28386,19388,116804,0,Wales,9925,LLR
Llanhilleth,51134,4424,7510,63068,0,Wales,9916,LTH
Llanishen,143104,10762,34332,188198,0,Wales,3847,LLS
Llanrwst,12370,8480,46,20896,0,Wales,2457,LWR
Llansamlet,15952,8992,1654,26598,0,Wales,4223,LAS
Llantwit Major,145132,49838,42412,237382,0,Wales,9699,LWM
Llanwrda,590,572,0,1162,0,Wales,4061,LNR
Llanwrtyd,2442,2512,0,4954,0,Wales,4163,LNW
Llwyngwril,12902,5542,12346,30790,0,Wales,4421,LLW
Llwynypia,11030,518,6742,18290,0,Wales,3852,LLY
Loch Awe,4150,1280,2116,7546,0,Scotland,8712,LHA
Loch Eil Outward Bound,2624,910,0,3534,0,Scotland,8846,LHE
Lochailort,1314,790,0,2104,0,Scotland,8829,LCL
Locheilside,254,164,0,418,0,Scotland,8830,LCS
Lochgelly,21660,27310,2492,51462,0,Scotland,9156,LCG
Lochluichart,322,52,0,374,0,Scotland,8660,LCC
Lochwinnoch,42526,65542,29786,137854,0,Scotland,9655,LHW
Lockerbie,16260,138822,686,155768,0,Scotland,9614,LOC
Lockwood,10686,22766,7136,40588,0,Yorkshire and The Humber,8443,LCK
London Blackfriars,4978742,7165294,1801960,13945996,2193097,London,5112,BFR
London Bridge,15995438,25162572,8887000,50045010,6270128,London,5148,LBG
London Cannon Street,3462730,2032092,1607116,7101938,294166,London,5142,CST
London Charing Cross,4995968,9971280,2734054,17701302,488442,London,5143,CHX
London Euston,4429882,29584528,2170880,36185290,2679679,London,1444,EUS
London Fenchurch Street,5263528,3332256,1850894,10446678,1344496,London,7490,FST
London Fields,574984,1068568,180060,1823612,0,London,6966,LOF
London Kings Cross,1636612,21649184,1198030,24483826,1754213,London,6121,KGX
London Liverpool Street,33664752,48306350,12528722,94499824,0,London,6965,LST
London Marylebone,3093934,6468796,1403574,10966304,1124523,London,1475,MYB
London Paddington,17543988,43295522,6019588,66859098,0,London,3087,PAD
London Road (Brighton),114620,183522,25850,323992,0,South East,5281,LRB
London Road (Guildford),253564,444942,103738,802244,0,South East,5632,LRD
London St Pancras International,7908068,22771304,5280608,35959980,2565656,London,1555,STP
London Victoria,15099644,27821546,7908486,50829676,3289679,London,5426,VIC
London Waterloo,21050762,31846760,9627752,62525274,5010184,London,5598,WAT
London Waterloo East,1732816,2993576,949910,5676302,691923,London,5158,WAE
Long Buckby,56610,194590,42244,293444,0,East Midlands,1067,LBK
Long Eaton,303890,177358,38856,520104,8315,East Midlands,1829,LGE
Long Preston,3330,10460,442,14232,207,Yorkshire and The Humber,2657,LPR
Longbeck,12250,34380,6464,53094,0,North East,7978,LGK
Longbridge,266948,324702,225422,817072,0,West Midlands,1110,LOB
Longcross,39130,28630,3608,71368,0,South East,5674,LNG
Longfield,125536,183152,102288,410976,0,South East,5114,LGF
Longniddry,95208,87184,6760,189152,0,Scotland,9354,LND
Longport,43908,18410,13958,76276,0,West Midlands,1305,LPT
Longton,37060,22568,5192,64820,0,West Midlands,1306,LGN
Looe,7616,100958,2642,111216,0,South West,3574,LOO
Lostock,87104,100622,39284,227010,0,North West,2598,LOT
Lostock Gralam,13810,22070,18444,54324,0,North West,2307,LTG
Lostock Hall,6372,13236,2700,22308,0,North West,2689,LOH
Lostwithiel,15978,51222,15180,82380,0,South West,3517,LOS
Loughborough,310418,850326,126556,1287300,12882,East Midlands,1897,LBO
Loughborough Junction,405466,531518,192410,1129394,0,London,5082,LGJ
Low Moor,91672,128240,30386,250298,0,Yorkshire and The Humber,8416,LMR
Lowdham,34252,7998,1880,44130,0,East Midlands,6202,LOW
Lower Sydenham,234508,348518,121846,704872,0,London,5053,LSY
Lowestoft,97996,296458,31580,426034,9571,East of England,7268,LWT
Ludlow,79764,123244,35458,238466,970,West Midlands,3635,LUD
Luton,678872,2623388,343862,3646122,50864,East of England,1536,LUT
Luton Airport Parkway,1422338,2781360,140692,4344390,6576,East of England,3645,LTN
Luxulyan,720,1940,0,2660,0,South West,3518,LUX
Lydney,88636,66922,14208,169766,0,South West,4826,LYD
Lye (West Midlands),21158,26938,25816,73912,0,West Midlands,4640,LYE
Lymington Pier,16824,66714,7234,90772,0,South East,5892,LYP
Lymington Town,49506,155602,25458,230566,0,South East,5887,LYT
Lympstone Commando,22692,56288,30,79010,0,South West,5762,LYC
Lympstone Village,49044,37236,5240,91520,0,South West,5761,LYM
Lytham,16870,97882,5180,119932,0,North West,2670,LTM
Macclesfield,237828,1062440,54126,1354394,10725,North West,2871,MAC
Machynlleth,59562,52328,746,112636,10115,Wales,4422,MCN
Maesteg,116598,10672,26528,153798,0,Wales,3963,MST
Maesteg (Ewenny Road),13740,1258,1326,16324,0,Wales,3962,MEW
Maghull,215994,786458,226354,1228806,0,North West,2155,MAG
Maghull North,169982,374950,115472,660404,0,North West,6576,MNS
Maiden Newton,7156,14204,312,21672,0,South West,5853,MDN
Maidenhead,1331682,2404354,655666,4391702,585270,South East,3147,MAI
Maidstone Barracks,75010,113622,67016,255648,191319,South East,5237,MDB
Maidstone East,376468,570260,336352,1283080,53246,South East,5115,MDE
Maidstone West,233712,354018,208806,796536,172749,South East,5222,MDW
Malden Manor,180608,190894,82730,454232,0,London,5599,MAL
Mallaig,30810,66900,0,97710,0,Scotland,8831,MLG
Malton,51342,214830,26784,292956,0,Yorkshire and The Humber,8164,MLT
Malvern Link,121248,120204,76236,317688,10334,West Midlands,4884,MVL
Manchester Airport,801944,3917624,135466,4855034,19836,North West,2961,MIA
Manchester Oxford Road,1004300,3694076,398060,5096436,898907,North West,2966,MCO
Manchester Piccadilly,5079432,18683466,2013264,25776162,2148392,North West,2968,MAN
Manchester Victoria,1509822,5553516,598428,7661766,875386,North West,2970,MCV
Manea,12354,9940,2610,24904,0,East of England,7165,MNE
Manningtree,176460,524412,206502,907374,254895,East of England,6856,MNG
Manor Park,1495506,2981796,893414,5370716,0,London,6883,MNP
Manor Road,82832,140856,45534,269222,0,North West,2253,MNR
Manorbier,5018,3136,0,8154,0,Wales,4094,MRB
Manors,8868,25972,1052,35892,0,North East,7603,MAS
Mansfield,162036,130294,21458,313788,0,East Midlands,1727,MFT
Mansfield Woodhouse,63864,41430,10792,116086,0,East Midlands,1728,MSW
March,93230,187676,60070,340976,55,East of England,7166,MCH
Marden (Kent),94266,212016,140048,446330,0,South East,5223,MRN
Margate,173044,855070,128608,1156722,9367,South East,5018,MAR
Market Harborough,94412,641064,147122,882598,0,East Midlands,1909,MHR
Market Rasen,17544,37948,2334,57826,0,East Midlands,6318,MKR
Markinch,99096,149262,3634,251992,0,Scotland,9160,MNC
Marks Tey,161016,143828,148096,452940,304379,East of England,6863,MKT
Marlow,97286,163412,51688,312386,0,South East,3021,MLW
Marple,158872,114068,79374,352314,0,North West,2830,MPL
Marsden (Yorks),73828,72768,16924,163520,0,Yorkshire and The Humber,8445,MSN
Marsh Barton,26384,31984,4272,62640,0,South West,7779,MBT
Marske,11014,37120,8390,56524,0,North East,7928,MSK
Marston Green,170614,248154,149362,568130,0,West Midlands,1034,MGN
Martin Mill,9098,30222,17892,57212,0,South East,5040,MTM
Martins Heron,127466,197230,51152,375848,0,South East,5692,MAO
Marton,5618,23612,1156,30386,0,North East,7947,MTO
Maryhill,30658,42436,12076,85170,0,Scotland,9957,MYH
Maryland,1417048,2621406,675216,4713670,0,London,6970,MYL
Maryport,24800,66292,10112,101204,0,North West,1988,MRY
Matlock,50660,131862,7684,190206,0,East Midlands,1581,MAT
Matlock Bath,16988,53402,1006,71396,0,East Midlands,1582,MTB
Mauldeth Road,62916,215692,24250,302858,0,North West,2867,MAU
Maxwell Park,31064,55272,7490,93826,0,Scotland,9802,MAX
Maybole,12606,21484,1840,35930,0,Scotland,9529,MAY
Maze Hill,447276,650612,150894,1248782,0,London,5149,MZH
Meadowhall,395050,1105794,177502,1678346,37787,Yorkshire and The Humber,6663,MHS
Meldreth,90564,88690,51228,230482,0,East of England,7036,MEL
Melksham,26508,32842,4000,63350,0,South West,3346,MKM
Melton (Suffolk),21792,50214,5358,77364,0,East of England,7221,MES
Melton Mowbray,69226,152262,13316,234804,0,East Midlands,1851,MMO
Menheniot,1180,2456,962,4598,0,South West,3576,MEN
Menston,218650,178056,194936,591642,0,Yorkshire and The Humber,8574,MNN
Meols,150294,174494,45260,370048,0,North West,2254,MEO
Meols Cop,34376,34220,13696,82292,0,North West,2357,MEC
Meopham,76084,99768,67600,243452,0,South East,5116,MEP
Meridian Water,111910,309926,50294,472130,0,London,6599,MRW
Merryton,23080,36592,8142,67814,0,Scotland,9705,MEY
Merstham,254818,286066,140170,681054,0,South East,5475,MHM
Merthyr Tydfil,206844,21804,56550,285198,0,Wales,3855,MER
Merthyr Vale,30842,1578,11660,44080,0,Wales,3857,MEV
Metheringham,40110,13644,13734,67488,0,East Midlands,6297,MGM
MetroCentre,68958,375650,74092,518700,0,North East,7725,MCE
Mexborough,37588,90262,24660,152510,0,Yorkshire and The Humber,6707,MEX
Micheldever,19012,63992,28022,111026,0,South East,5908,MIC
Micklefield,57060,100152,42874,200086,2032,Yorkshire and The Humber,8477,MIK
Middlesbrough,223108,1120244,123532,1466884,65298,North East,7929,MBR
Middlewood,3764,13316,2138,19218,0,North West,2971,MDL
Midgham,7100,25710,3420,36230,0,South East,3159,MDG
Milford (Surrey),71862,67286,38596,177744,0,South East,5644,MLF
Milford Haven,23360,27952,20,51332,0,Wales,4095,MFH
Mill Hill (Lancs),18434,32702,11614,62750,0,North West,2750,MLH
Mill Hill Broadway,636200,778650,257782,1672632,0,London,1527,MIL
Millbrook (Bedfordshire),844,880,588,2312,0,East of England,1537,MLB
Millbrook (Hants),8272,14162,6694,29128,0,South East,5909,MBK
Milliken Park,60994,101988,24802,187784,0,Scotland,9658,MIN
Millom,46630,99252,27924,173806,0,North West,1997,MLM
Mills Hill (Manchester),71570,184452,42058,298080,0,North West,2920,MIH
Milngavie,259348,419068,57732,736148,0,Scotland,9985,MLN
Milton Keynes Central,935186,4094662,529302,5559150,219330,South East,1378,MKC
Minffordd,4188,1608,10186,15982,0,Wales,4469,MFF
Minster,22748,34900,26590,84238,1695,South East,5019,MSR
Mirfield,115556,194902,46814,357272,22330,Yorkshire and The Humber,8518,MIR
Mistley,12236,21278,20560,54074,0,East of England,6906,MIS
Mitcham Eastfields,377730,469970,372586,1220286,0,London,5069,MTC
Mitcham Junction,130206,159618,88750,378574,0,London,5427,MIJ
Mobberley,5854,10360,3364,19578,0,North West,2849,MOB
Monifieth,26556,8548,288,35392,0,Scotland,9060,MON
Monks Risborough,5010,2586,6128,13724,0,South East,3067,MRS
Montpelier,163838,57836,9956,231630,0,South West,3203,MTP
Montrose,121874,172004,17570,311448,0,Scotland,9080,MTS
Moorfields,1649176,3208040,784436,5641652,604657,North West,2226,MRF
Moorgate,2881200,4519152,828186,8228538,537434,London,6005,MOG
Moorside,10128,24884,6032,41044,0,North West,2799,MSD
Moorthorpe,88192,51646,41220,181058,0,Yorkshire and The Humber,8539,MRP
Morar,2594,1694,0,4288,0,Scotland,8833,MRR
Morchard Road,11362,3904,4750,20016,0,South West,5825,MRD
Morden South,25160,29170,15532,69862,0,London,5291,MDS
Morecambe,24080,127098,12748,163926,0,North West,2695,MCM
Moreton (Dorset),10262,61228,2754,74244,0,South West,5957,MTN
Moreton (Merseyside),188894,205068,110656,504618,0,North West,2151,MRT
Moreton-In-Marsh,41554,245848,8172,295574,0,South West,4814,MIM
Morfa Mawddach,5790,2842,10,8642,0,Wales,4470,MFA
Morley,133050,134974,40154,308178,0,Yorkshire and The Humber,8504,MLY
Morpeth,74882,427506,16980,519368,1202,North East,7680,MPT
Mortimer,36786,79942,21376,138104,0,South East,5501,MOR
Mortlake,577178,665342,227872,1470392,0,London,5600,MTL
Moses Gate,12100,15070,5298,32468,0,North West,2606,MSS
Moss Side,806,2992,18,3816,0,North West,2675,MOS
Mossley (Manchester),103596,57440,48094,209130,0,North West,2903,MSL
Mossley Hill,72136,67030,43684,182850,0,North West,2171,MSH
Mosspark,45216,86156,9512,140884,0,Scotland,9632,MPK
Moston,19586,60844,14048,94478,0,North West,2973,MSO
Motherwell,334392,531346,52034,917772,90509,Scotland,9691,MTH
Motspur Park,285148,359878,133112,778138,7577,London,5645,MOT
Mottingham,422272,561606,297750,1281628,0,London,5118,MTG
Mottisfont and Dunbridge,4662,15696,4620,24978,0,South East,5944,DBG
Mouldsworth,10136,12918,3654,26708,0,North West,2158,MLD
Moulsecoomb,120086,209862,43006,372954,0,South East,5312,MCB
Mount Florida,334716,604892,90544,1030152,5070,Scotland,9819,MFL
Mount Vernon,23084,32754,4234,60072,0,Scotland,9779,MTV
Mountain Ash,78152,4740,12822,95714,0,Wales,3859,MTA
Muir Of Ord,40980,8286,3040,52306,0,Scotland,8665,MOO
Muirend,109208,176362,18698,304268,0,Scotland,9608,MUI
Musselburgh,256178,176396,18186,450760,0,Scotland,9304,MUB
Mytholmroyd,68386,70406,30468,169260,0,Yorkshire and The Humber,8526,MYT
Nafferton,3476,26524,3490,33490,0,Yorkshire and The Humber,8107,NFN
Nailsea and Backwell,147122,194718,95708,437548,0,South West,3389,NLS
Nairn,44602,83642,5516,133760,0,Scotland,8666,NRN
Nantwich,99672,79012,15850,194534,0,North West,1247,NAN
Narberth,8906,8390,0,17296,0,Wales,4098,NAR
Narborough,89184,95658,55598,240440,0,East Midlands,1881,NBR
Navigation Road,35210,31808,15294,82312,0,North West,2940,NVR
Neath,430826,285150,62160,778136,0,Wales,4216,NTH
Needham Market,50282,43504,18556,112342,0,East of England,7354,NMT
Neilston,66194,126156,165190,357540,0,Scotland,9773,NEI
Nelson,38506,50274,15950,104730,0,North West,2565,NEL
Neston,22274,4850,1288,28412,0,North West,2139,NES
Netherfield,4512,2106,1162,7780,0,East Midlands,6241,NET
Nethertown,106,924,0,1030,0,North West,2047,NRT
Netley,22256,43272,8518,74046,0,South East,5911,NTL
New Barnet,478296,537054,150742,1166092,0,London,6018,NBA
New Beckenham,256288,345872,64596,666756,0,London,5058,NBC
New Brighton,306652,499476,187786,993914,0,North West,2152,NBN
New Clee,854,1188,370,2412,0,Yorkshire and The Humber,6289,NCE
New Cross,946580,1620784,578554,3145918,767561,London,5150,NWX
New Cross Gate,1125028,2775880,761132,4662040,122677,London,5345,NXG
New Cumnock,8114,13976,102,22192,0,Scotland,9533,NCK
New Eltham,758080,840974,277020,1876074,0,London,5119,NEH
New Holland,3480,5900,1196,10576,0,Yorkshire and The Humber,6209,NHL
New Hythe,59886,44366,55388,159640,0,South East,5238,NHE
New Lane,752,1094,20,1866,0,North West,2358,NLN
New Malden,923658,1455356,504292,2883306,32648,London,5567,NEM
New Mills Central,54292,98906,55108,208306,2884,East Midlands,2974,NMC
New Mills Newtown,29736,83726,45636,159098,0,East Midlands,2769,NMN
New Milton,117646,350712,49630,517988,0,South East,5881,NWM
New Pudsey,319372,261028,86022,666422,0,Yorkshire and The Humber,8506,NPD
New Southgate,357242,339474,112158,808874,0,London,6019,NSG
Newark Castle,107578,396478,44912,548968,73945,East Midlands,6498,NCT
Newark Northgate,187620,691464,78326,957410,176699,East Midlands,6499,NNG
Newbridge,79306,5584,20890,105780,0,Wales,9919,NBE
Newbury,309086,863210,207886,1380182,115470,South East,3074,NBY
Newbury Racecourse,21210,68698,9136,99044,0,South East,3071,NRC
Newcastle,495390,8321734,331806,9148930,349211,North East,7728,NCL
Newcourt,67274,78400,12764,158438,0,South West,9589,NCO
Newcraighall,120292,124348,5748,250388,0,Scotland,8808,NEW
Newhaven Harbour,5474,9058,10052,24584,0,South East,5330,NVH
Newhaven Town,111166,180794,71856,363816,0,South East,5331,NVN
Newington,41300,41462,43540,126302,0,South East,5175,NGT
Newmarket,126362,163914,56872,347148,0,East of England,7038,NMK
Newport (Essex),50264,66290,88610,205164,0,East of England,7039,NWE
Newport (South Wales),1115114,1406804,196726,2718644,537575,Wales,3674,NWP
Newquay,204,124904,294,125402,0,South West,3523,NQY
Newstead,20760,7796,4490,33046,0,East Midlands,1863,NSD
Newton (Lanark),190934,297300,58638,546872,47085,Scotland,9774,NTN
Newton Abbot,162020,844364,176912,1183296,462845,South West,3426,NTA
Newton Aycliffe,18994,46794,11790,77578,0,North East,7834,NAY
Newton For Hyde,54054,43144,29314,126512,0,North West,2789,NWN
Newton St Cyres,4640,1772,364,6776,0,South West,5828,NTC
Newtongrange,73660,73766,6008,153434,0,Scotland,6929,NEG
Newton-Le-Willows,208560,622430,78570,909560,324906,North West,2257,NLW
Newtonmore,5338,3100,46,8484,0,Scotland,8668,NWR
Newton-On-Ayr,22344,32332,3274,57950,0,Scotland,9571,NOA
Newtown (Powys),82480,44674,13134,140288,0,Wales,4426,NWT
Ninian Park,74452,3770,26728,104950,0,Wales,3895,NNP
Nitshill,43182,56632,10466,110280,0,Scotland,9609,NIT
Norbiton,782502,1017904,300920,2101326,0,London,5568,NBT
Norbury,656984,883176,676484,2216644,0,London,5428,NRB
Normans Bay,5684,12858,2016,20558,0,South East,5460,NSB
Normanton,88664,58282,32160,179106,0,Yorkshire and The Humber,8528,NOR
North Berwick,212468,328620,18836,559924,0,Scotland,9358,NBW
North Camp,66382,138766,21348,226496,0,South East,5636,NCM
North Dulwich,273488,295914,89284,658686,0,London,5429,NDL
North Fambridge,28338,16700,15396,60434,0,East of England,6875,NFA
